"This question refers to the following information.
The following excerpt is from a pamphlet.
You will do me the justice to remember, that I have always strenuously supported the Right of every man to his own opinion, however different that opinion might be to mine. He who denies to another this right, makes a slave of himself to his present opinion, because he precludes himself the right of changing it.
The most formidable weapon against errors of every kind is Reason. I have never used any other, and I trust I never shall.
The circumstance that has now taken place in France of the total abolition of the whole national order of priesthood, and of everything appertaining to compulsive systems of religion, and compulsive articles of faith, has not only precipitated my intention, but rendered a work of this kind exceedingly necessary, lest in the general wreck of superstition, of false systems of government, and false theology, we lose sight of morality, of humanity, and of the theology that is true.
I believe in one God, and no more; and I hope for happiness beyond this life.
I believe in the equality of man; and I believe that religious duties consist in doing justice, loving mercy, and endeavoring to make our fellow-creatures happy.
I do not believe in the creed professed by the Jewish church, by the Roman church, by the Greek church, by the Turkish church, by the Protestant church, nor by any church that I know of. My own mind is my own church.
All national institutions of churches, whether Jewish, Christian or Turkish, appear to me no other than human inventions, set up to terrify and enslave mankind, and monopolize power and profit.
I do not mean by this declaration to condemn those who believe otherwise; they have the same right to their belief as I have to mine.
—Thomas Paine, The Age of Reason, 1794–1795
Paine's statement in the last sentence, criticizing persecution, was most likely influenced by which of the following?",New concepts of legal equity and individual rights expressed by Locke and Rousseau,Europeans gaining a more thorough understanding of the rich cultural diversity through trade and travel,New concepts of a deterministic mechanical universe based upon the discovery of Newton's mathematical laws,Challenges to the monopoly on truth held by the Roman Catholic Church on multiple fronts,B
"This question refers to the following information.
We have, by this perpetual and irrevocable edict, established and proclaimed:
""First, that the recollection of everything done be one party or the other … during all the preceding period of troubles, remain obliterated and forgotten, as if no such things had ever happened. …
""We ordain that the Catholic Apostolic and Roman religion shall be restored and reestablished in all places and localities of this our kingdom and countries subject to our sway, where the exercise of the same has been interrupted, in order that it may be peaceably and freely exercised, without any trouble or hindrance. …
""And in order to leave no occasion for troubles or differences between our subjects, we have permitted, and herewith permit, those of the said religion called Reformed to live and abide in all the cities and places of this our kingdom and countries of our sway, and without being annoyed, molested, or compelled to do anything in the matter of religion contrary to their consciences. …""
Henry IV of France, The Edict of Nantes, 1598
From the passage, one may infer that Henry IV decided",to ban the Catholic Church in France,that the Catholic Church should exist in France,that the Catholic Church is the one true Church,that the Catholic Church caused too much trouble and hindrance in France,B
"This question refers to the following information.
""After all the slaves had been brought together and severally marked with the letter G, the emperor's fifths and then Cortés' were deducted before we were aware of it; and, besides this, on the night preceding, the finest of the Indian females had been secretly set apart, so that when it came to a division among us soldiers, we found none left but old and ugly women&….Another soldier asked Cortés if the division he had made of the gold in Mexico was not a sufficient imposition, for, at first, he had merely spoken of 300,000 pesos, but when we were obliged to retreat from the city, it was estimated at 700,000 pesos. And now he was going to deprive the poor soldier, who had undergone so many hardships, and suffered from innumerable wounds, of this small remuneration, and not even allow him a pretty Indian female for a companion&…
[Later], when Cortés learnt that there were still a great many bars of gold among the men, and heavy gambling in consequence, (for, according to the old saying, gold and love cannot lie long concealed,) he made known, under threats of severe punishment, that everyone should produce the gold he had obtained on the night of our retreat, of which one third was to be returned to him; but that anyone who refused to pay this, should have the whole taken from him. Many of our men refused downright to comply with this; yet Cortés managed to extort a good deal of it under the pretence of a loan&…""
The Memoirs of the Conquistador Bernal Diaz del Castillo, 1568
As described by the author, the driving philosophy behind the conquistadores' search for gold was the economic policy known as",protectionism,laissez-faire,mercantilism,supply-side,C
"This question refers to the following information.
In Russia there was nothing going on well, and [Souvarine] was in despair over the news he had received. His old companions were all turning to the politicians; the famous Nihilists who made Europe tremble-sons of village priests, of the lower middle class, of tradesmen-could not rise above the idea of national liberation, and seemed to believe that the world would be delivered-when they had killed their despot&…
""Foolery! They'll never get out of it with their foolery.""
Then, lowering his voice still more, in a few bitter words he described his old dream of fraternity. He had renounced his rank and his fortune; he had gone among workmen, only in the hope of seeing at last the foundation of a new society of labour in common. All the sous in his pockets had long gone to the urchins of the settlement; he had been as tender as a brother with the colliers, smiling at their suspicion, winning them over by his quiet workmanlike ways and his dislike of chattering. But decidedly the fusion had not taken place.
His voice changed, his eyes grew bright, he fixed them on étienne, directly addressing him:
""Now, do you understand that? These hatworkers at Marseilles who have won the great lottery prize of a hundred thousand francs have gone off at once and invested it, declaring that they are going to live without doing anything! Yes, that is your idea, all of you French workmen; you want to unearth a treasure in order to devour it alone afterwards in some lazy, selfish corner. You may cry out as much as you like against the rich, you haven't got courage enough to give back to the poor the money that luck brings you. You will never be worthy of happiness as long as you own anything, and your hatred of the bourgeois proceeds solely from an angry desire to be bourgeois yourselves in their place.""
émile Zola, French writer, Germinal, 1885
The conflict referred to in the final paragraph of the passage was best described in which book?","On Liberty, by John Stuart Mill","The Communist Manifesto, by Marx and Engels",Protocols of the Elders of Zion,"Looking Backward, by Edward Bellamy",B
"This question refers to the following information.
The text below is the government proclamation.
On the basis of the above-mentioned new arrangements, the serfs will receive in time the full rights of free rural inhabitants.
The nobles, while retaining their property rights to all the lands belonging to them, grant the peasants perpetual use of their household plots in return for a specified obligation[; . . . the nobles] grant them a portion of arable land fixed by the said arrangements as well as other property. . . . While enjoying these land allotments, the peasants are obliged, in return, to fulfill obligations to the noblemen fixed by the same arrangements. In this status, which is temporary, the peasants are temporarily bound. . . .
[T]hey are granted the right to purchase their household plots, and, with the consent of the nobles, they may acquire in full ownership the arable lands and other properties which are allotted them for permanent use. Following such acquisition of full ownership of land, the peasants will be freed from their obligations to the nobles for the land thus purchased and will become free peasant landowners.
WE have deemed it advisable:
3. To organize Peace Offices on the estates of the nobles, leaving the village communes as they are, and to open cantonal offices in the large villages and unite small village communes.
4. To formulate, verify, and confirm in each village commune or estate a charter which will specify, on the basis of local conditions, the amount of land allotted to the peasants for permanent use, and the scope of their obligations to the nobleman for the land.
6. Until that time, peasants and household serfs must be obedient towards their nobles, and scrupulously fulfill their former obligations.
7. The nobles will continue to keep order on their estates, with the right of jurisdiction and of police, until the organization of cantons and of cantonal courts.
—Alexander II, ""The Abolition of Serfdom in Russia,"" Manifesto of February 19, 1861
Which of the following was a major impetus in convincing Tsar Alexander II of the necessity of freeing the serfs?",Recent defeat in the Crimean War convinced the tsar some domestic reforms were necessary.,"Enlightened rulers in Prussia and Austria had recently done the same, which pressured Alexander II to act.",The Decembrist Revolt and its aftermath had convinced the young tsar to make reforms.,A labor force to complete the Trans-Siberian Railroad was needed as well as military recruits.,A
"This question refers to the following information.
We have, by this perpetual and irrevocable edict, established and proclaimed:
""First, that the recollection of everything done be one party or the other … during all the preceding period of troubles, remain obliterated and forgotten, as if no such things had ever happened. …
""We ordain that the Catholic Apostolic and Roman religion shall be restored and reestablished in all places and localities of this our kingdom and countries subject to our sway, where the exercise of the same has been interrupted, in order that it may be peaceably and freely exercised, without any trouble or hindrance. …
""And in order to leave no occasion for troubles or differences between our subjects, we have permitted, and herewith permit, those of the said religion called Reformed to live and abide in all the cities and places of this our kingdom and countries of our sway, and without being annoyed, molested, or compelled to do anything in the matter of religion contrary to their consciences. …""
Henry IV of France, The Edict of Nantes, 1598
From the passage, one may infer that Henry IV",was banning Protestants from France,intended for Protestants to be able to live peacefully in his kingdom,was converting to Catholicism,was converting to Protestantism,B
"This question refers to the following information.
The passage below is written by John Calvin.
If we need to be recalled to the origin of election, to prove that we obtain salvation from no other source than the mere goodness of God, they who desire to extinguish this principle, do all they can to obscure what ought to be magnificently and loudly celebrated, and to pluck up humility by the roots. In ascribing the salvation of the remnant of the people to the election of grace, Paul clearly testifies, that it is then only known that God saves whom upon which there can be no claim. They who shut the gates to prevent anyone from presuming to approach and taste this doctrine, do no less injury to man than to God; for nothing else will be sufficient to produce in us suitable humility, or to impress us with a due sense of our great obligations to God. Nor is there any other basis for solid confidence, even according to the authority of Christ, who, to deliver us from all fear, and render us invincible amidst so many dangers, snares, and deadly conflicts, promises to preserve in safety all whom the Father has committed to His care.
—John Calvin, Institutes of the Christian Religion, 1559
Which of the following beliefs, supported first by Calvin, does this passage seem to best support?",Salvation,Predestination,Divinity of Jesus,Simony,B
"This question refers to the following information.
Read the the following quotation to answer questions.
What is tolerance? … We are full of weakness and errors; let us mutually pardon our follies. This is the last law of nature. … Of all religions, the Christian ought doubtless to inspire the most tolerance, although hitherto the Christians have been the most intolerant of all men.
Voltaire, Letters on the English Nation, 1733
From the passage, one may infer that Voltaire was participating in what cultural movement?",The Scientific Revolution,The Reformation,The Enlightenment,The Romantic Movement,C
"This question refers to the following information.
[T]he the end and measure of this power, when in every man's hands in the state of nature, being the preservation of all of his society, that is, all mankind in general, it can have no other end or measure, when in the hands of the magistrate, but to preserve the members of that society in their lives, liberties, and possessions, and so cannot be an absolute, arbitrary power over their lives and fortunes, which are as much as possible to be preserved, but a power to make law, and annex such penalties to them, as may tend to the preservation of the whole by cutting off those parts, and those only, which are so corrupt that they threaten the sound and healthy, without which no severity is lawful. And this power has its original only from compact, and agreement, and the mutual consent of those who make up the community. …
Whensoever, therefore, the legislative shall transgress this fundamental rule of society; and either by ambition, fear, folly or corruption, endeavor to grasp themselves, or put into the hands of any other, an absolute power over the lives, liberties, and estates of the people; by this breach of trust they forfeit the power the people had put into their hands for quite contrary ends.
John Locke, Second Treatise of Government, 1690
From the passage, one may infer that Locke believed a government loses its legitimacy when",it is weak and can be overthrown,when the people wish to change governors,when it becomes corrupt,it tries to exercise absolute power,D
"This question refers to the following information.
Read the following letter.
It happened . . . that a Spaniard saw an Indian . . . eating a piece of flesh taken from the body of an Indian who had been killed. . . . I had the culprit burned, explaining that the cause was his having killed that Indian and eaten him[,] which was prohibited by Your Majesty, and by me in Your Royal name. I further made the chief understand that all the people . . . must abstain from this custom. . . . I came . . . to protect their lives as well as their property, and to teach them that they were to adore but one God[,] . . . that they must turn from their idols, and the rites they had practiced until then, for these were lies and deceptions which the devil . . . had invented. . . . I, likewise, had come to teach them that Your Majesty, by the will of Divine Providence, rules the universe, and that they also must submit themselves to the imperial yoke, and do all that we who are Your Majesty's ministers here might order them.
—Hernan Cortez, Fifth Letter to Holy Roman Emperor Charles V, 1521
Which of the following was NOT a result of the European conquest of the Americas realized by the end of the seventeenth century?",Europeans established overseas colonies on the coasts of the Americas and throughout the continent of Africa.,"Europe's colonial expansion led to a global exchange of goods, flora, fauna, cultural practices, and diseases.",Europeans created vast global trade networks that allowed them to gain large accumulations of wealth.,Europeans expanded the African slave trade in response to the establishment of a plantation economy in the Americas and to demographic catastrophes among indigenous peoples.,A
"This question refers to the following information.
Albeit the king's Majesty justly and rightfully is and ought to be the supreme head of the Church of England, and so is recognized by the clergy of this realm in their convocations, yet nevertheless, for corroboration and confirmation thereof, and for increase of virtue in Christ's religion within this realm of England, and to repress and extirpate all errors, heresies, and other enormities and abuses heretofore used in the same, be it enacted, by authority of this present Parliament, that the king, our sovereign lord, his heirs and successors, kings of this realm, shall be taken, accepted, and reputed the only supreme head in earth of the Church of England, called Anglicans Ecclesia; and shall have and enjoy, annexed and united to the imperial crown of this realm, as well the title and style thereof, as all honors, dignities, preeminences, jurisdictions, privileges, authorities, immunities, profits, and commodities to the said dignity of the supreme head of the same Church belonging and appertaining; and that our said sovereign lord, his heirs and successors, kings of this realm, shall have full power and authority from time to time to visit, repress, redress, record, order, correct, restrain, and amend all such errors, heresies, abuses, offenses, contempts, and enormities, whatsoever they be, which by any manner of spiritual authority or jurisdiction ought or may lawfully be reformed, repressed, ordered, redressed, corrected, restrained, or amended, most to the pleasure of Almighty God, the increase of virtue in Christ's religion, and for the conservation of the peace, unity, and tranquility of this realm; any usage, foreign land, foreign authority, prescription, or any other thing or things to the contrary hereof notwithstanding.
English Parliament, Act of Supremacy, 1534
From the passage and its historical context, one may infer that the Act was, in part,",an attempt to prevent the spread of Protestantism in England,a solution to Henry VIII's financial difficulties,an attempt to legitimize Henry VIII's only heir,an attempt to ally England with the Holy Roman Emperor,B
"This question refers to the following information.
The following excerpt is from a pamphlet.
You will do me the justice to remember, that I have always strenuously supported the Right of every man to his own opinion, however different that opinion might be to mine. He who denies to another this right, makes a slave of himself to his present opinion, because he precludes himself the right of changing it.
The most formidable weapon against errors of every kind is Reason. I have never used any other, and I trust I never shall.
The circumstance that has now taken place in France of the total abolition of the whole national order of priesthood, and of everything appertaining to compulsive systems of religion, and compulsive articles of faith, has not only precipitated my intention, but rendered a work of this kind exceedingly necessary, lest in the general wreck of superstition, of false systems of government, and false theology, we lose sight of morality, of humanity, and of the theology that is true.
I believe in one God, and no more; and I hope for happiness beyond this life.
I believe in the equality of man; and I believe that religious duties consist in doing justice, loving mercy, and endeavoring to make our fellow-creatures happy.
I do not believe in the creed professed by the Jewish church, by the Roman church, by the Greek church, by the Turkish church, by the Protestant church, nor by any church that I know of. My own mind is my own church.
All national institutions of churches, whether Jewish, Christian or Turkish, appear to me no other than human inventions, set up to terrify and enslave mankind, and monopolize power and profit.
I do not mean by this declaration to condemn those who believe otherwise; they have the same right to their belief as I have to mine.
—Thomas Paine, The Age of Reason, 1794–1795
The ideas expressed by Paine above best illustrate which of the following characteristics of Enlightenment intellectuals?",Many were accomplished scientists who added important pieces to the human understanding of the universe.,"They utilized new methods of communicating their ideas, such as salons and inexpensive printed pamphlets.",Most rejected religion altogether and adopted atheism as the only credo of a rational person.,Many believed that the new scientific discoveries would allow humans to solve all problems.,B
"This question refers to the following information.
""The substitution of Plato for the scholastic Aristotle was hastened by contact with Byzantine scholarship. Already at the Council of Ferrera (1438), which nominally reunited the Eastern and Western churches, there was a debate in which the Byzantines maintained the superiority of Plato to Aristotle. Cosimo and Lorenzo de Medici were both addicted to Plato; Cosimo founded and Lorenzo continued the Florentine Academy, which was largely devoted to the study of Plato&…The humanists of the time, however, were too busy acquiring knowledge of antiquity to be able to produce anything of value.""
Bertrand Russell, British philosopher, History of Western Philosophy, 1946
According to the information in the text, the schools founded by the Medici family most favored a philosophy known as",Neoclassicism,Scholasticism,Renaissance humanism,Neoplatonism,D
"This question refers to the following information.
""But you, my dear Pangloss,"" said Candide, ""how can it be that I behold you again?""
""It is true,"" said Pangloss, ""that you saw me hanged&….A surgeon purchased my body, carried home, and dissected me. He began with making a crucial incision on me from the navel to the clavicula. One could not have been worse hanged than I was. The executioner of the Holy Inquisition was a sub-deacon, and knew how to burn people marvellously well, but he was not accustomed to hanging. The cord was wet and did not slip properly, and besides it was badly tied; in short, I still drew my breath, when the crucial incision made me give such a frightful scream that my surgeon fell flat upon his back&…[At length he] sewed up my wounds; his wife even nursed me. I was upon my legs at the end of fifteen days&….
One day I took it into my head to step into a mosque, where I saw an old Iman and a very pretty young devotee who was saying her paternosters&….She dropped her bouquet; I picked it up, and presented it to her with a profound reverence. I was so long in delivering it that the Iman began to get angry, and seeing that I was a Christian he called out for help. They carried me before the cadi, who ordered me a hundred lashes on the soles of the feet and sent me to the galleys. I was chained to the very same galley and the same bench as the young Baron. On board this galley there were four young men from Marseilles, five Neapolitan priests, and two monks from Corfu, who told us similar adventures happened daily. The Baron maintained that he had suffered greater injustice than I&….We were continually disputing, and received twenty lashes with a bull's pizzle when the concatenation of universal events brought you to our galley, and you were good enough to ransom us.""
""Well, my dear Pangloss,"" said Candide to him, ""when you had been hanged, dissected, whipped, and were tugging at the oar, did you always think that everything happens for the best?""
""I am still of my first opinion,"" answered Pangloss, ""for I am a philosopher and I cannot retract, especially as Leibnitz could never be wrong; and besides, the pre-established harmony is the finest thing in the world, and so is his plenum and materia subtilis.""
Voltaire, French Enlightenment writer, Candide, 1759
The ""concatenation of universal events"" that brought the men together on the ship illustrates the eighteenth-century fondness of",demonstrating high social status through large vocabulary,exploiting naval power to European nation-states,drawing universal conclusions from a wide range of concrete data,using cause-and-effect to systematize the understanding of human behavior,D
"This question refers to the following information.
The situation is critical in the extreme. In fact it is now absolutely clear that to delay the uprising would be fatal.
With all my might I urge comrades to realize that everything now hangs by a thread; that we are confronted by problems which are not to be solved by conferences or congresses (even congresses of Soviets), but exclusively by peoples, by the masses, by the struggle of the armed people. …
Who must take power? That is not important at present. Let the Revolutionary Military Committee do it, or ""some other institution"" which will declare that it will relinquish power only to the true representatives of the interests of the people, the interests of the army, the interests of the peasants, the interests of the starving.
All districts, all regiments, all forces must be mobilized at once and must immediately send their delegations to the Revolutionary Military Committee and to the Central Committee of the Bolsheviks with the insistent demand that under no circumstances should power be left in the hands of Kerensky [and his colleagues], … not under any circumstances; the matter must be decided without fail this very evening, or this very night.
Vladmir Illyich Lenin, ""Call to Power,"" 1917
From the passage, one may infer that the immediate context for Lenin's ""Call to Power"" was",Russia's entrance into World War I,the onset of the February Revolution,Russia's exit from World War I,the onset of the October Revolution,D
"This question refers to the following information.
Read the following excerpt.
If civilized education developed in every child its natural inclinations, we should see nearly all rich children enamored of various very plebeian occupations, such as that of the mason, the carpenter, the smith, the saddler. I have instanced Louis the XVI, who loved the trade of locksmith; an Infanta of Spain preferred that of shoemaker; a certain king of Denmark gratified himself by manufacturing syringes; the former king of Naples loved to sell the fish he had caught in the market-place himself; the prince of Parma, whom Condillac had trained in metaphysical subtitles, in the understanding of intuition, of cognition, had no taste but for the occupation of church-warden and lay-brother.
The great majority of wealthy children would follow these plebeian tastes, if civilized education did not oppose the development of them; and if the filthiness of the workshops and the coarseness of the workmen did not arouse a repugnance stronger than the attraction. What child of a prince is there who has no taste for one of the four occupations I have just mentioned, that of mason, carpenter, smith, saddler, and who would not advance in them if he beheld from an early age the work carried on in blight workshops, by refined people, who would always arrange a miniature workshop for children, with little implements and light labor?
—Charles Fourier, On Education, 1838
What nation experimented with utilizing the ideas of Fourier and others like him to create national workshops in 1848?",Germany,France,Great Britain,Austria,B
"This question refers to the following information.
Read the following quote.
I had now decided beyond all question that there existed in the heavens three stars wandering about Jupiter as do Venus and Mercury about the sun, and this became plainer than daylight from observations on similar occasions which followed. Nor were there just three such stars; four wanderers complete their revolutions about Jupiter, and of their alterations as observed more precisely later on we shall give a description here. Also I measured the distances between them by means of the telescope. . . .
Such are the observations concerning the four Medicean planets recently first discovered by me, and although from this data their periods have not yet been reconstructed in numerical form, it is legitimate at least to put in evidence some facts worthy of note. Above all, since they sometimes follow and sometimes precede Jupiter by the same intervals, and they remain within very limited distances either to east or west of Jupiter, accompanying that planet in both its retrograde and direct movements in a constant manner, no one can doubt that they complete their revolutions about Jupiter and at the same time effect all together a twelve-year period about the center of the universe.
—Galileo Galilei, 1610
Which of the following intellectual hallmarks of the Renaissance seem most in conflict with the questioning of the ancient philosophers, such as Aristotle, through experimentation in natural philosophy?",Humanism,Secularism,Individualism,Arête,A
"This question refers to the following information.
""The Government of the German Reich and The Government of the Union of Soviet Socialist Republics desirous of strengthening the cause of peace between Germany and the U.S.S.R., and proceeding from the fundamental provisions of the Neutrality Agreement concluded in April, 1926 between Germany and the U.S.S.R., have reached the following Agreement:
Article I. Both High Contracting Parties obligate themselves to desist from any act of violence, any aggressive action, and any attack on each other, either individually or jointly with other Powers.
Article II. Should one of the High Contracting Parties become the object of belligerent action by a third Power, the other High Contracting Party shall in no manner lend its support to this third Power.
Article III. The Governments of the two High Contracting Parties shall in the future maintain continual contact with one another for the purpose of consultation in order to exchange information on problems affecting their common interests.
Article IV. Should disputes or conflicts arise between the High Contracting Parties shall participate in any grouping of Powers whatsoever that is directly or indirectly aimed at the other party.
Article V. Should disputes or conflicts arise between the High Contracting Parties over problems of one kind or another, both parties shall settle these disputes or conflicts exclusively through friendly exchange of opinion or, if necessary, through the establishment of arbitration commissions.""
Molotov-Ribbentrop Pact, 1939
The article listed above that was violated by Operation Barbarossa was",Article I,Article II,Article III,Article IV,A
"This question refers to the following information.
The pair of excerpts below is written by explorer Christopher Columbus and the Dominican Bishop of Chiapas, Mexico, Bartholomew de las Casas.
Source 1
Indians would give whatever the seller required. . . . Thus they bartered, like idiots, cotton and gold for fragments of bows, glasses, bottles, and jars; which I forbad as being unjust, and myself gave them many beautiful and acceptable articles which I had brought with me, taking nothing from them in return; I did this in order that I might the more easily conciliate them, that they might be led to become Christians, and be inclined to entertain a regard for the King and Queen, our Princes and all Spaniards, and that I might induce them to take an interest in seeking out, and collecting and delivering to us such things as they possessed in abundance, but which we greatly needed.
—Christopher Columbus: letter to Raphael Sanchez, 1493
Source 2
It was upon these gentle lambs . . . that from the very first day they clapped eyes on them the Spanish fell like ravening wolves upon the fold, or like tigers and savage lions who have not eaten meat for days. The pattern established at the outset has remained unchanged to this day, and the Spaniards still do nothing save tear the natives to shreds, murder them and inflict upon them untold misery, suffering and distress, tormenting, harrying and persecuting them mercilessly. We shall in due course describe some of the many ingenious methods of torture they have invented and refined for this purpose, but one can get some idea of the effectiveness of their methods from the figures alone. When the Spanish first journeyed there, the indigenous population of the island of Hispaniola stood at some three million; today only two hundred survive. Their reason for killing and destroying such an infinite number of souls is that the Christians have an ultimate aim, which is to acquire gold, and to swell themselves with riches in a very brief time and thus rise to a high estate disproportionate to their merits.
—Bartholomew de las Casas: A Short Account of the Destruction of the Indies, 1542
The free flow of plants and animals, as well as trade goods, between Europe and the Americas is referred to by historians as the Columbian Exchange, and affected the Europeans in which of the following ways?",Economic opportunities were reduced.,They were subjugated and destroyed.,Economic opportunities were created.,They were enriched through trade in Native American slaves.,C
"This question refers to the following information.
The text below is the government proclamation.
On the basis of the above-mentioned new arrangements, the serfs will receive in time the full rights of free rural inhabitants.
The nobles, while retaining their property rights to all the lands belonging to them, grant the peasants perpetual use of their household plots in return for a specified obligation[; . . . the nobles] grant them a portion of arable land fixed by the said arrangements as well as other property. . . . While enjoying these land allotments, the peasants are obliged, in return, to fulfill obligations to the noblemen fixed by the same arrangements. In this status, which is temporary, the peasants are temporarily bound. . . .
[T]hey are granted the right to purchase their household plots, and, with the consent of the nobles, they may acquire in full ownership the arable lands and other properties which are allotted them for permanent use. Following such acquisition of full ownership of land, the peasants will be freed from their obligations to the nobles for the land thus purchased and will become free peasant landowners.
WE have deemed it advisable:
3. To organize Peace Offices on the estates of the nobles, leaving the village communes as they are, and to open cantonal offices in the large villages and unite small village communes.
4. To formulate, verify, and confirm in each village commune or estate a charter which will specify, on the basis of local conditions, the amount of land allotted to the peasants for permanent use, and the scope of their obligations to the nobleman for the land.
6. Until that time, peasants and household serfs must be obedient towards their nobles, and scrupulously fulfill their former obligations.
7. The nobles will continue to keep order on their estates, with the right of jurisdiction and of police, until the organization of cantons and of cantonal courts.
—Alexander II, ""The Abolition of Serfdom in Russia,"" Manifesto of February 19, 1861
Which of the following best articulates the new conditions for the recently emancipated serfs of Russia as stated in the above passage?","The tsar's manifesto allowed for a heterogeneous class of farmers to emerge, with many former serfs becoming quite prosperous while others struggled.","The manifesto was mostly ineffective in improving the economic condition of former serfs, but paved the way for local self-rule and, soon after, a national legislature.",The tsar's insistence on cooperation between the nobility and recently emancipated people limited the financial potential of all impacted by the manifesto.,"The manifesto, although emancipating the serfs, saddled them with financial responsibilities and other restrictions, while the aristocracy retained too many of their former rights.",D
"This question refers to the following information.
Read the the following quotation to answer questions.
The various modes of worship which prevailed in the Roman world were all considered by the people as equally true; by the philosopher as equally false; and by the magistrate as equally useful.
Edward Gibbon, The Decline and Fall of the Roman Empire, 1776–1788
The interpretation of the state of religious belief in ancient Rome by the eighteenth-century English historian Edward Gibbon might be offered as evidence for",the clergy's monopoly on academic scholarship in eighteenth-century Britain,the hatred of all things Roman by British scholars in the eighteenth century,the spread of religious skepticism among the educated elite of Britain in the eighteenth century,the lack of sources available to the eighteenth-century scholar for the study of ancient Roman civilization,C
"This question refers to the following information.
""The Italian nation has been at last united in our own days, and we all rejoiced in its union. Yet we may be allowed to doubt whether the union was not a little too speedy and a little too thorough. It is surely carrying unity too far to wipe out all traces of the independent being, for most purposes to wipe out the very name, of such a land as Sicily. It jars on our feelings to find that, while Ireland at least forms part of the royal style of its sovereign, Sicily is no longer even a geographical expression. The island realm of Roger has sunk to be seven provinces of the kingdom on the mainland. And there is another result of Italian unity, a result in which we may rejoice without drawbacks, but which still has somewhat of sadness about it as finally ending that great phase of the history of Europe with which we have throughout been dealing. Never were ties with the past so fully snapped as when the army of Italy entered liberated Rome. Of all novelties in European history the greatest was when Rome became the centre of a dominion with acknowledged metes and bounds, the head in short of a local Italian kingdom. ""Rome the capital of Italy"" was a formula which might well gladden our hearts; but it was a formula which formally swept away the œcumenical position, the œcumenical traditions, of Rome&….
But the kingdom of Italy is not an appendage to Rome; Rome is the head of the kingdom. The whole is greater than its part; Rome, by her own free will and by the free will of Italy, has become less than Italy. By becoming the willing head of an Italian kingdom she has formally cast aside her Imperial traditions as they were not cast aside when brute force made her the head of a French department.""
Edward A. Freeman, British historian and politician, The Chief Periods of European History, 1885
The author laments the loss of which Roman traditions?",Lingual,Religious,Economic,Artistic,B
"This question refers to the following information.
From this moment until that in which the enemy shall have been driven from the soil of the Republic, all Frenchmen are in permanent requisition for the service of the armies. The young men shall go to battle; the married men shall forge arms and transport provisions; the women shall make tents and clothing and shall serve in the hospitals; the children shall turn old linen into lint; the aged shall betake themselves to the public places in order to arouse the courage of the warriors and preach the hatred of kings and the unity of the Republic. …
The Committee of Public Safety is charged to take all necessary measures to set up without delay an extraordinary manufacture of arms of every sort which corresponds with the ardor and energy of the French people. It is, accordingly, authorized to form all the establishments, factories, workshops, and mills which shall be deemed necessary for the carrying on of these works, as well as to put in requisition, within the entire extent of the Republic, the artists and workingmen who can contribute to their success.
The representatives of the people sent out for the execution of the present law shall have the same authority in their respective districts, acting in concert with the Committee of Public Safety; they are invested with the unlimited powers assigned to the representatives of the people to the armies.
The Levée en Masse, August 23, 1793
The passage can be used as one example of the way in which the Committee of Public Safety",revamped the economy of the new French Republic,successfully harnessed the human resources of the new French Republic,reformed the religious rituals of the Church in the new French Republic,brought about its own destruction,B
"This question refers to the following information.
""Buckingham Palace, 10th May 1839.
The Queen forgot to ask Lord Melbourne if he thought there would be any harm in her writing to the Duke of Cambridge that she really was fearful of fatiguing herself, if she went out to a party at Gloucester House on Tuesday, an Ancient Concert on Wednesday, and a ball at Northumberland House on Thursday, considering how much she had to do these last four days. If she went to the Ancient Concert on Wednesday, having besides a concert of her own here on Monday, it would be four nights of fatigue, really exhausted as the Queen is.
But if Lord Melbourne thinks that as there are only to be English singers at the Ancient Concert, she ought to go, she could go there for one act; but she would much rather, if possible, get out of it, for it is a fatiguing time&….
As the negotiations with the Tories are quite at an end, and Lord Melbourne has been here, the Queen hopes Lord Melbourne will not object to dining with her on Sunday?""
The Letters of Queen Victoria, Volume 1 (of 3), 1837-1843: A Selection from Her Majesty's Correspondence Between the Years 1837 and 1861
The phrase ""negotiations with the Tories"" suggests that what historical transition had been made complete?",The switch from a liberal-dominated to a conservative-dominated Parliament,The conversion from male-dominated politics to female-dominated politics,The change from a divinely-ordained monarch to a constitutionally-approved monarch,An end to war and the creation of a lasting peace,C
